studentID,grade,year,dropped,zip,ethnicity,sex,gpa,subsidizedLunches,employmentHours,hrsWifiPerWeek,sanctions,librarySwipesPerWeek,apClasses,athleticSeasons
15347,9thGrade,2012,0,15208,African American,M,2.93,None,0,4,nothing,0,0,0
15347,10thGrade,2013,0,15208,African American,M,2.81,None,5,2,nothing,0,0,0
15347,11thGrade,2014,0,15208,African American,M,2.79,None,5,3,nothing,0,0,0
15347,12thGrade,2015,0,15208,African American,M,2.96,None,5,4,nothing,0,0,0
15348,9thGrade,2012,0,15206,Other,M,2.53,Fully,0,4,suspended,9,0,1
15348,10thGrade,2013,0,15206,Other,M,2.74,Fully,10,4,suspended,10,0,1
15348,11thGrade,2014,0,15206,Other,M,2.62,Fully,10,5,suspended,12,1,1
15348,12thGrade,2015,0,15206,Other,M,2.7,Fully,10,2,suspended,5,1,0
15349,9thGrade,2012,0,15224,Asian,F,3.27,Fully,0,5,nothing,2,0,2
15349,10thGrade,2013,0,15224,Asian,F,3.46,Fully,0,5,nothing,2,0,2
15349,11thGrade,2014,0,15224,Asian,F,3.45,Fully,0,11,nothing,5,0,1
15349,12thGrade,2015,0,15224,Asian,F,3.48,Fully,0,4,nothing,2,0,0
15350,9thGrade,2012,0,15206,African American,F,2.47,Partly,0,3,nothing,2,0,1
15350,10thGrade,2013,0,15206,African American,F,2.52,Partly,5,3,nothing,2,0,1
15350,11thGrade,2014,0,15206,African American,F,2.65,Partly,5,4,nothing,3,0,1
15350,12thGrade,2015,0,15206,African American,F,2.6,Partly,5,4,nothing,3,0,0
15351,9thGrade,2012,0,15224,African American,F,2.83,Fully,0,9,nothing,6,0,2
15351,10thGrade,2013,0,15224,African American,F,2.96,Fully,20,7,nothing,5,0,2
15351,11thGrade,2014,0,15224,African American,F,2.89,Fully,20,11,nothing,8,0,1
15351,12thGrade,2015,0,15224,African American,F,2.86,Fully,20,5,nothing,4,0,0
15352,9thGrade,2012,0,15206,White,F,2.72,Fully,0,2,nothing,8,0,0
15352,10thGrade,2013,0,15206,White,F,2.79,Fully,0,1,nothing,5,1,0
15352,11thGrade,2014,0,15206,White,F,2.67,Fully,0,1,nothing,4,2,0
15352,12thGrade,2015,0,15206,White,F,2.62,Fully,0,2,nothing,8,2,0
15353,9thGrade,2012,0,15206,African American,M,1.91,Fully,0,4,nothing,2,0,1
15353,10thGrade,2013,0,15206,African American,M,1.84,Fully,0,10,nothing,5,0,1
15353,11thGrade,2014,0,15206,African American,M,1.91,Fully,0,3,nothing,2,0,1
15353,12thGrade,2015,1,15206,African American,M,1.96,Fully,0,9,nothing,4,0,0
15354,9thGrade,2012,0,15206,African American,M,3.62,None,0,10,nothing,6,0,2
15354,10thGrade,2013,0,15206,African American,M,3.71,None,0,16,nothing,10,0,3
15354,11thGrade,2014,0,15206,African American,M,3.76,None,0,13,nothing,8,1,1
15354,12thGrade,2015,0,15206,African American,M,3.57,None,0,9,nothing,6,1,1
15355,9thGrade,2012,0,15201,African American,M,2.5,Fully,0,10,detention,5,0,2
15355,10thGrade,2013,0,15201,African American,M,2.33,Fully,5,7,detention,3,0,2
15355,11thGrade,2014,0,15201,African American,M,2.44,Fully,5,18,detention,8,0,1
15355,12thGrade,2015,0,15201,African American,M,2.53,Fully,5,9,detention,4,0,0
15356,9thGrade,2012,0,15201,African American,M,3.6,Fully,0,18,nothing,7,0,1
15356,10thGrade,2013,0,15201,African American,M,3.67,Fully,0,5,nothing,2,0,2
15356,11thGrade,2014,0,15201,African American,M,3.39,Fully,0,4,nothing,1,0,1
15356,12thGrade,2015,0,15201,African American,M,3.47,Fully,0,9,nothing,4,0,0
15357,9thGrade,2012,0,15206,African American,M,3.09,None,0,14,nothing,4,0,1
15357,10thGrade,2013,0,15206,African American,M,3.27,None,0,10,nothing,3,0,1
15357,11thGrade,2014,0,15206,African American,M,2.87,None,0,9,nothing,3,0,1
15357,12thGrade,2015,0,15206,African American,M,2.97,None,0,9,nothing,3,0,0
15358,9thGrade,2012,0,15208,African American,F,3.39,None,0,2,nothing,5,0,2
15358,10thGrade,2013,0,15208,African American,F,3.22,None,0,2,nothing,5,0,2
15358,11thGrade,2014,0,15208,African American,F,3.3,None,0,3,nothing,7,1,1
15358,12thGrade,2015,0,15208,African American,F,3.48,None,0,2,nothing,6,1,0
15359,9thGrade,2012,0,15206,African American,M,1.25,Fully,0,3,suspended,6,0,3
15359,10thGrade,2013,1,15206,African American,M,1.17,Fully,0,6,suspended,11,0,4
15360,9thGrade,2012,0,15206,African American,F,2.83,None,0,4,nothing,2,0,1
15360,10thGrade,2013,0,15206,African American,F,2.73,None,0,9,nothing,5,0,2
15360,11thGrade,2014,0,15206,African American,F,2.64,None,0,5,nothing,3,0,1
15360,12thGrade,2015,0,15206,African American,F,2.77,None,0,11,nothing,6,0,0
15361,9thGrade,2012,0,15224,Other,M,3.56,Fully,0,4,nothing,5,0,1
15361,10thGrade,2013,0,15224,Other,M,3.65,Fully,0,3,nothing,3,0,2
15361,11thGrade,2014,0,15224,Other,M,3.38,Fully,0,8,nothing,9,1,1
15361,12thGrade,2015,0,15224,Other,M,3.56,Fully,0,14,nothing,16,1,0
15362,9thGrade,2012,0,15206,African American,F,3.87,None,0,0,detention,6,0,3
15362,10thGrade,2013,0,15206,African American,F,3.5,None,0,0,detention,8,0,4
15362,11thGrade,2014,0,15206,African American,F,3.62,None,0,0,detention,8,1,2
15362,12thGrade,2015,0,15206,African American,F,4.09,None,0,0,detention,13,1,1
15363,9thGrade,2012,0,15232,African American,F,3.64,None,0,3,nothing,1,1,2
15363,10thGrade,2013,0,15232,African American,F,3.65,None,0,16,nothing,7,1,2
15363,11thGrade,2014,0,15232,African American,F,3.63,None,0,14,nothing,6,2,1
15363,12thGrade,2015,0,15232,African American,F,3.89,None,0,10,nothing,5,3,0
15364,9thGrade,2012,0,15232,White,F,4.96,None,0,7,nothing,8,1,0
15364,10thGrade,2013,0,15232,White,F,4.88,None,0,15,nothing,18,2,0
15364,11thGrade,2014,0,15232,White,F,4.7,None,0,9,nothing,11,6,0
15364,12thGrade,2015,0,15232,White,F,4.55,None,0,12,nothing,14,6,0
15365,9thGrade,2012,0,15232,White,F,2.65,None,0,4,nothing,9,1,2
15365,10thGrade,2013,0,15232,White,F,2.68,None,0,8,nothing,16,2,2
15365,11thGrade,2014,0,15232,White,F,2.63,None,0,9,nothing,18,5,1
15365,12thGrade,2015,0,15232,White,F,2.62,None,0,9,nothing,19,6,0
15366,9thGrade,2012,0,15224,African American,M,1.44,Fully,0,1,detention,2,0,1
15366,10thGrade,2013,1,15224,African American,M,1.5,Fully,0,1,detention,2,0,1
15367,9thGrade,2012,0,15206,White,F,2.11,None,0,5,suspended,4,0,1
15367,10thGrade,2013,0,15206,White,F,2.12,None,0,11,suspended,9,1,1
15367,11thGrade,2014,0,15206,White,F,1.92,None,0,8,suspended,7,2,1
15367,12thGrade,2015,0,15206,White,F,2.14,None,0,10,suspended,9,2,0
15368,9thGrade,2012,0,15224,Other,F,3.25,Fully,0,5,nothing,5,0,2
15368,10thGrade,2013,0,15224,Other,F,3.01,Fully,10,5,nothing,5,0,2
15368,11thGrade,2014,0,15224,Other,F,3.14,Fully,10,8,nothing,8,0,1
15368,12thGrade,2015,0,15224,Other,F,3.02,Fully,10,4,nothing,4,0,1
15369,9thGrade,2012,0,15206,African American,M,3.28,Fully,0,4,nothing,3,0,2
15369,10thGrade,2013,0,15206,African American,M,3.47,Fully,10,11,nothing,9,0,2
15369,11thGrade,2014,0,15206,African American,M,3.34,Fully,10,7,nothing,6,0,1
15369,12thGrade,2015,0,15206,African American,M,3.75,Fully,10,4,nothing,3,0,0
15370,9thGrade,2012,1,15206,African American,M,1.12,Partly,0,10,nothing,4,0,1
15371,9thGrade,2012,1,15206,African American,F,0.5,None,0,10,detention,2,0,1
15372,9thGrade,2012,0,15206,Other,F,3.25,Fully,0,8,nothing,4,0,2
15372,10thGrade,2013,0,15206,Other,F,3.25,Fully,0,5,nothing,3,0,2
15372,11thGrade,2014,0,15206,Other,F,3.08,Fully,0,9,nothing,5,0,1
15372,12thGrade,2015,0,15206,Other,F,3.37,Fully,0,9,nothing,5,0,0
15373,9thGrade,2012,0,15208,African American,M,3.82,None,0,9,nothing,9,0,2
15373,10thGrade,2013,0,15208,African American,M,3.7,None,0,4,nothing,4,1,3
15373,11thGrade,2014,0,15208,African American,M,3.62,None,0,5,nothing,5,2,1
15373,12thGrade,2015,0,15208,African American,M,3.82,None,0,8,nothing,8,2,1
15374,9thGrade,2012,0,15206,White,F,3.74,None,0,6,nothing,9,1,1
15374,10thGrade,2013,0,15206,White,F,3.85,None,0,7,nothing,11,1,2
15374,11thGrade,2014,0,15206,White,F,3.85,None,0,10,nothing,14,2,1
15374,12thGrade,2015,0,15206,White,F,3.85,None,0,10,nothing,16,3,0
15375,9thGrade,2012,0,15206,African American,M,3.66,Fully,0,4,nothing,4,0,1
15375,10thGrade,2013,0,15206,African American,M,3.54,Fully,10,4,nothing,4,0,1
15375,11thGrade,2014,0,15206,African American,M,3.65,Fully,10,3,nothing,3,0,1
15375,12thGrade,2015,0,15206,African American,M,3.64,Fully,10,4,nothing,4,0,0
15376,9thGrade,2012,0,15208,African American,F,3.56,None,0,8,nothing,3,0,1
15376,10thGrade,2013,0,15208,African American,F,3.58,None,0,7,nothing,2,0,1
15376,11thGrade,2014,0,15208,African American,F,3.66,None,0,10,nothing,3,0,1
15376,12thGrade,2015,0,15208,African American,F,3.61,None,0,8,nothing,3,0,0
15377,9thGrade,2012,0,15232,African American,F,2.14,None,0,4,detention,5,0,1
15377,10thGrade,2013,0,15232,African American,F,2.12,None,0,4,detention,6,1,2
15377,11thGrade,2014,0,15232,African American,F,2.17,None,0,4,detention,5,2,1
15377,12thGrade,2015,0,15232,African American,F,2.11,None,0,4,detention,6,2,0
15378,9thGrade,2012,0,15232,African American,F,3.24,None,0,17,nothing,13,1,2
15378,10thGrade,2013,0,15232,African American,F,3.08,None,0,12,nothing,9,1,3
15378,11thGrade,2014,0,15232,African American,F,2.98,None,0,15,nothing,11,3,2
15378,12thGrade,2015,0,15232,African American,F,3.34,None,0,9,nothing,6,3,1
15379,9thGrade,2012,0,15232,African American,M,2.56,None,0,6,nothing,1,0,0
15379,10thGrade,2013,0,15232,African American,M,2.51,None,10,7,nothing,1,0,0
15379,11thGrade,2014,0,15232,African American,M,2.57,None,10,6,nothing,1,0,0
15379,12thGrade,2015,0,15232,African American,M,2.66,None,10,6,nothing,1,0,0
15380,9thGrade,2012,0,15206,African American,M,1.43,None,0,7,nothing,4,0,2
15380,10thGrade,2013,1,15206,African American,M,1.44,None,0,9,nothing,5,0,2
15381,9thGrade,2012,0,15208,White,F,3.1,None,0,8,nothing,11,1,1
15381,10thGrade,2013,0,15208,White,F,2.92,None,5,11,nothing,15,1,2
15381,11thGrade,2014,0,15208,White,F,2.99,None,5,4,nothing,5,3,1
15381,12thGrade,2015,0,15208,White,F,3.03,None,5,6,nothing,8,3,0
15382,9thGrade,2012,1,15224,African American,M,0.92,Fully,0,13,detention,9,0,2
15383,9thGrade,2012,0,15232,White,F,3.39,None,0,5,nothing,4,1,1
15383,10thGrade,2013,0,15232,White,F,3.52,None,0,6,nothing,5,1,2
15383,11thGrade,2014,0,15232,White,F,3.23,None,0,9,nothing,7,3,1
15383,12thGrade,2015,0,15232,White,F,3.46,None,0,7,nothing,6,3,0
15384,9thGrade,2012,0,15201,African American,M,1.7,Partly,0,4,nothing,2,0,1
15384,10thGrade,2013,1,15201,African American,M,1.75,Partly,0,8,nothing,3,0,1
15385,9thGrade,2012,0,15206,African American,M,3.31,None,0,6,suspended,4,0,1
15385,10thGrade,2013,0,15206,African American,M,3.52,None,0,4,suspended,2,0,2
15385,11thGrade,2014,0,15206,African American,M,3.32,None,0,7,suspended,4,0,1
15385,12thGrade,2015,0,15206,African American,M,3.61,None,0,10,suspended,6,0,0
15386,9thGrade,2012,0,15201,White,F,2.98,Fully,0,0,nothing,11,0,2
15386,10thGrade,2013,0,15201,White,F,2.98,Fully,10,0,nothing,7,0,2
15386,11thGrade,2014,0,15201,White,F,2.93,Fully,10,0,nothing,10,1,1
15386,12thGrade,2015,0,15201,White,F,2.94,Fully,10,0,nothing,8,1,1
15387,9thGrade,2012,0,15206,White,F,2.33,None,0,4,nothing,3,1,1
15387,10thGrade,2013,0,15206,White,F,2.28,None,10,7,nothing,6,1,1
15387,11thGrade,2014,0,15206,White,F,2.32,None,10,19,nothing,15,3,0
15387,12thGrade,2015,0,15206,White,F,2.26,None,10,12,nothing,9,3,0
15388,9thGrade,2012,0,15206,African American,F,3.43,Partly,0,8,nothing,4,0,1
15388,10thGrade,2013,0,15206,African American,F,3.39,Partly,0,8,nothing,4,0,2
15388,11thGrade,2014,0,15206,African American,F,3.8,Partly,0,13,nothing,6,0,1
15388,12thGrade,2015,0,15206,African American,F,3.54,Partly,0,13,nothing,6,0,0
15389,9thGrade,2012,0,15206,African American,F,1.9,None,0,15,nothing,0,0,0
15389,10thGrade,2013,0,15206,African American,F,2.03,None,0,12,nothing,0,0,0
15389,11thGrade,2014,1,15206,African American,F,2.02,None,0,9,nothing,0,0,0
15390,9thGrade,2012,0,15206,African American,M,2.52,Fully,0,1,nothing,7,0,2
15390,10thGrade,2013,0,15206,African American,M,2.45,Fully,5,0,nothing,2,0,2
15390,11thGrade,2014,0,15206,African American,M,2.34,Fully,5,1,nothing,7,0,1
15390,12thGrade,2015,0,15206,African American,M,2.33,Fully,5,1,nothing,6,0,0
15391,9thGrade,2012,0,15206,African American,M,1.88,None,0,6,nothing,10,0,2
15391,10thGrade,2013,1,15206,African American,M,1.77,None,5,5,nothing,7,0,3
15392,9thGrade,2012,0,15224,White,M,2.32,Partly,0,2,nothing,10,0,1
15392,10thGrade,2013,0,15224,White,M,2.3,Partly,20,3,nothing,10,1,1
15392,11thGrade,2014,0,15224,White,M,2.6,Partly,20,3,nothing,11,2,1
15392,12thGrade,2015,0,15224,White,M,2.31,Partly,20,1,nothing,4,2,0
15393,9thGrade,2012,0,15232,African American,M,2.01,None,0,13,suspended,3,0,1
15393,10thGrade,2013,0,15232,African American,M,1.84,None,0,13,suspended,3,0,1
15393,11thGrade,2014,1,15232,African American,M,1.99,None,0,8,suspended,2,1,0
15394,9thGrade,2012,0,15206,African American,F,2.14,Fully,0,7,nothing,2,0,1
15394,10thGrade,2013,0,15206,African American,F,2.21,Fully,0,5,nothing,2,0,1
15394,11thGrade,2014,0,15206,African American,F,2,Fully,0,2,nothing,1,0,0
15394,12thGrade,2015,0,15206,African American,F,2.16,Fully,0,3,nothing,1,0,0
15395,9thGrade,2012,0,15208,African American,M,2.78,None,0,12,nothing,7,0,2
15395,10thGrade,2013,0,15208,African American,M,2.78,None,0,8,nothing,5,0,3
15395,11thGrade,2014,0,15208,African American,M,2.54,None,0,19,nothing,11,1,1
15395,12thGrade,2015,0,15208,African American,M,2.51,None,0,11,nothing,6,1,1
15396,9thGrade,2012,0,15208,White,F,3.3,None,0,3,nothing,6,1,2
15396,10thGrade,2013,0,15208,White,F,3.15,None,0,1,nothing,2,1,3
15396,11thGrade,2014,0,15208,White,F,3.2,None,0,4,nothing,8,2,1
15396,12thGrade,2015,0,15208,White,F,3.09,None,0,4,nothing,8,3,1
15397,9thGrade,2012,0,15208,African American,M,1.56,None,0,8,detention,1,0,0
15397,10thGrade,2013,1,15208,African American,M,1.65,None,0,16,detention,1,0,0
15398,9thGrade,2012,0,15208,African American,F,1.82,None,0,9,nothing,6,0,2
15398,10thGrade,2013,1,15208,African American,F,1.76,None,0,7,nothing,5,0,2
15399,9thGrade,2012,0,15201,African American,M,1.41,Partly,0,5,nothing,2,0,1
15399,10thGrade,2013,1,15201,African American,M,1.41,Partly,20,9,nothing,3,0,1
15400,9thGrade,2012,0,15232,African American,F,2.62,None,0,6,detention,4,1,2
15400,10thGrade,2013,0,15232,African American,F,2.47,None,0,2,detention,1,1,2
15400,11thGrade,2014,0,15232,African American,F,2.59,None,0,8,detention,5,2,1
15400,12thGrade,2015,0,15232,African American,F,2.47,None,0,8,detention,5,3,1
15401,9thGrade,2012,0,15206,African American,M,2.29,Fully,0,11,nothing,5,0,2
15401,10thGrade,2013,0,15206,African American,M,2.2,Fully,0,13,nothing,7,0,2
15401,11thGrade,2014,0,15206,African American,M,2.45,Fully,0,10,nothing,5,0,1
15401,12thGrade,2015,0,15206,African American,M,2.29,Fully,0,13,nothing,7,0,1
15402,9thGrade,2012,0,15206,Other,F,2.74,Fully,0,11,suspended,10,0,2
15402,10thGrade,2013,0,15206,Other,F,3.12,Fully,0,11,suspended,10,1,2
15402,11thGrade,2014,0,15206,Other,F,3.04,Fully,0,11,suspended,10,2,1
15402,12thGrade,2015,0,15206,Other,F,2.79,Fully,0,4,suspended,3,2,0
15403,9thGrade,2012,1,15206,African American,F,0.6,Partly,0,13,nothing,8,0,2
15404,9thGrade,2012,0,15208,African American,M,2.61,None,0,5,nothing,7,0,2
15404,10thGrade,2013,0,15208,African American,M,2.68,None,0,3,nothing,5,0,2
15404,11thGrade,2014,0,15208,African American,M,2.62,None,0,3,nothing,5,1,1
15404,12thGrade,2015,0,15208,African American,M,2.63,None,0,4,nothing,6,1,1
15405,9thGrade,2012,0,15206,White,M,3.36,Fully,0,5,nothing,5,0,2
15405,10thGrade,2013,0,15206,White,M,3.36,Fully,5,9,nothing,9,1,2
15405,11thGrade,2014,0,15206,White,M,3.41,Fully,5,6,nothing,6,2,1
15405,12thGrade,2015,0,15206,White,M,3.26,Fully,5,5,nothing,5,2,0
15406,9thGrade,2012,0,15206,African American,M,3.37,None,0,3,nothing,10,0,2
15406,10thGrade,2013,0,15206,African American,M,3.34,None,5,2,nothing,6,0,2
15406,11thGrade,2014,0,15206,African American,M,3.45,None,5,2,nothing,5,0,1
15406,12thGrade,2015,0,15206,African American,M,3.27,None,5,2,nothing,6,0,1
15407,9thGrade,2012,0,15201,African American,F,2.57,Fully,0,8,nothing,9,0,2
15407,10thGrade,2013,0,15201,African American,F,2.66,Fully,0,2,nothing,3,0,3
15407,11thGrade,2014,0,15201,African American,F,2.71,Fully,0,3,nothing,3,0,1
15407,12thGrade,2015,0,15201,African American,F,2.51,Fully,0,8,nothing,10,0,1
15408,9thGrade,2012,0,15224,African American,M,2.06,Fully,0,16,nothing,12,0,2
15408,10thGrade,2013,0,15224,African American,M,2.15,Fully,10,8,nothing,6,0,3
15408,11thGrade,2014,0,15224,African American,M,2.22,Fully,10,10,nothing,8,0,1
15408,12thGrade,2015,0,15224,African American,M,2.14,Fully,10,11,nothing,8,0,1
15409,9thGrade,2012,0,15232,White,M,2.09,None,0,11,nothing,5,1,2
15409,10thGrade,2013,0,15232,White,M,2.19,None,10,6,nothing,3,1,2
15409,11thGrade,2014,0,15232,White,M,2.22,None,10,8,nothing,4,2,1
15409,12thGrade,2015,0,15232,White,M,2.19,None,10,3,nothing,2,3,1
15410,9thGrade,2012,0,15224,White,M,3.7,Fully,0,10,nothing,10,1,1
15410,10thGrade,2013,0,15224,White,M,3.86,Fully,10,15,nothing,15,1,1
15410,11thGrade,2014,0,15224,White,M,3.82,Fully,10,3,nothing,3,2,1
15410,12thGrade,2015,0,15224,White,M,3.99,Fully,10,3,nothing,3,3,0
15411,9thGrade,2012,0,15206,African American,F,2.73,Fully,0,15,nothing,6,0,1
15411,10thGrade,2013,0,15206,African American,F,2.63,Fully,0,4,nothing,2,0,2
15411,11thGrade,2014,0,15206,African American,F,2.56,Fully,0,9,nothing,4,0,1
15411,12thGrade,2015,0,15206,African American,F,2.57,Fully,0,4,nothing,2,0,0
15412,9thGrade,2012,0,15206,African American,F,2.43,Fully,0,10,nothing,6,0,2
15412,10thGrade,2013,0,15206,African American,F,2.41,Fully,0,10,nothing,6,0,2
15412,11thGrade,2014,0,15206,African American,F,2.37,Fully,0,10,nothing,6,0,1
15412,12thGrade,2015,0,15206,African American,F,2.21,Fully,0,9,nothing,5,0,0
15413,9thGrade,2012,0,15206,African American,M,3.27,Fully,0,11,detention,1,0,0
15413,10thGrade,2013,0,15206,African American,M,3.4,Fully,5,18,detention,2,0,0
15413,11thGrade,2014,1,15206,African American,M,3.55,Fully,5,10,detention,1,0,0
15414,9thGrade,2012,0,15208,Asian,M,2.68,Partly,0,6,nothing,7,0,1
15414,10thGrade,2013,0,15208,Asian,M,2.68,Partly,0,7,nothing,8,1,2
15414,11thGrade,2014,0,15208,Asian,M,2.71,Partly,0,5,nothing,6,2,1
15414,12thGrade,2015,0,15208,Asian,M,2.54,Partly,0,6,nothing,7,2,0
15415,9thGrade,2012,0,15206,White,M,3.32,Partly,0,1,nothing,4,0,2
15415,10thGrade,2013,0,15206,White,M,3.2,Partly,10,3,nothing,9,0,2
15415,11thGrade,2014,0,15206,White,M,3.19,Partly,10,2,nothing,6,1,1
15415,12thGrade,2015,0,15206,White,M,3.24,Partly,10,1,nothing,4,1,0
15416,9thGrade,2012,0,15206,African American,M,2.57,Partly,0,2,nothing,1,0,2
15416,10thGrade,2013,0,15206,African American,M,2.7,Partly,5,10,nothing,6,0,2
15416,11thGrade,2014,0,15206,African American,M,2.66,Partly,5,9,nothing,6,0,1
15416,12thGrade,2015,0,15206,African American,M,2.47,Partly,5,9,nothing,6,0,0
15417,9thGrade,2012,0,15224,White,M,4.28,None,0,9,suspended,8,0,1
15417,10thGrade,2013,0,15224,White,M,4.17,None,0,6,suspended,5,1,1
15417,11thGrade,2014,0,15224,White,M,4.34,None,0,5,suspended,4,2,0
15417,12thGrade,2015,0,15224,White,M,4.2,None,0,15,suspended,12,2,0
15418,9thGrade,2012,0,15201,Asian,F,3.22,Partly,0,9,nothing,6,0,2
15418,10thGrade,2013,0,15201,Asian,F,3.29,Partly,0,6,nothing,4,0,2
15418,11thGrade,2014,0,15201,Asian,F,3.37,Partly,0,5,nothing,3,1,1
15418,12thGrade,2015,0,15201,Asian,F,3.06,Partly,0,14,nothing,9,1,0
15419,9thGrade,2012,0,15201,White,F,4.15,Fully,0,5,nothing,5,0,1
15419,10thGrade,2013,0,15201,White,F,4.11,Fully,0,10,nothing,9,1,2
15419,11thGrade,2014,0,15201,White,F,3.75,Fully,0,4,nothing,3,2,1
15419,12thGrade,2015,0,15201,White,F,4.1,Fully,0,9,nothing,8,2,0
15420,9thGrade,2012,0,15208,African American,M,3.58,None,0,2,nothing,2,0,1
15420,10thGrade,2013,0,15208,African American,M,3.7,None,0,3,nothing,3,0,1
15420,11thGrade,2014,0,15208,African American,M,3.32,None,0,1,nothing,1,0,0
15420,12thGrade,2015,1,15208,African American,M,3.62,None,0,2,nothing,2,0,0
15421,9thGrade,2012,0,15206,African American,F,2.02,None,0,15,detention,7,0,2
15421,10thGrade,2013,0,15206,African American,F,2,None,0,15,detention,7,0,2
15421,11thGrade,2014,0,15206,African American,F,1.84,None,0,8,detention,4,0,1
15421,12thGrade,2015,0,15206,African American,F,2.04,None,0,3,detention,1,0,0
15422,9thGrade,2012,0,15206,White,M,4.41,Fully,0,7,nothing,3,0,1
15422,10thGrade,2013,0,15206,White,M,4.05,Fully,10,10,nothing,4,0,2
15422,11thGrade,2014,0,15206,White,M,4.54,Fully,10,6,nothing,2,0,1
15422,12thGrade,2015,0,15206,White,M,4.1,Fully,10,8,nothing,3,0,0
15423,9thGrade,2012,0,15224,White,M,4.56,Fully,0,5,nothing,3,0,2
15423,10thGrade,2013,0,15224,White,M,4.58,Fully,0,9,nothing,6,1,2
15423,11thGrade,2014,0,15224,White,M,4.52,Fully,0,14,nothing,10,2,1
15423,12thGrade,2015,0,15224,White,M,4.51,Fully,0,15,nothing,11,2,0
15424,9thGrade,2012,0,15206,African American,M,3.06,Partly,0,11,nothing,0,0,0
15424,10thGrade,2013,0,15206,African American,M,2.79,Partly,0,6,nothing,0,0,0
15424,11thGrade,2014,1,15206,African American,M,2.72,Partly,0,7,nothing,0,0,0
15425,9thGrade,2012,0,15206,African American,F,3.5,None,0,15,detention,6,0,1
15425,10thGrade,2013,0,15206,African American,F,3.82,None,0,11,detention,4,0,2
15425,11thGrade,2014,0,15206,African American,F,3.67,None,0,15,detention,6,0,1
15425,12thGrade,2015,0,15206,African American,F,3.87,None,0,11,detention,4,0,0
15426,9thGrade,2012,0,15224,African American,F,1.58,Partly,0,10,nothing,3,0,1
15426,10thGrade,2013,1,15224,African American,F,1.71,Partly,0,5,nothing,2,0,1
15427,9thGrade,2012,0,15224,White,F,1.73,Fully,0,2,nothing,2,0,1
15427,10thGrade,2013,0,15224,White,F,1.74,Fully,20,4,nothing,4,0,2
15427,11thGrade,2014,0,15224,White,F,1.89,Fully,20,3,nothing,3,0,1
15427,12thGrade,2015,1,15224,White,F,1.79,Fully,20,1,nothing,1,0,0
15428,9thGrade,2012,1,15232,African American,F,0.54,None,0,8,detention,1,0,0
15429,9thGrade,2012,0,15201,White,F,3.27,Fully,0,11,nothing,9,0,2
15429,10thGrade,2013,0,15201,White,F,3.69,Fully,10,5,nothing,4,1,2
15429,11thGrade,2014,0,15201,White,F,3.47,Fully,10,8,nothing,8,2,1
15429,12thGrade,2015,0,15201,White,F,3.54,Fully,10,7,nothing,6,2,1
15430,9thGrade,2012,0,15224,African American,F,1.67,Fully,0,11,nothing,4,0,1
15430,10thGrade,2013,1,15224,African American,F,1.71,Fully,20,9,nothing,3,0,2
15431,9thGrade,2012,0,15206,White,F,2.65,Fully,0,9,nothing,5,0,1
15431,10thGrade,2013,0,15206,White,F,2.64,Fully,0,13,nothing,7,0,1
15431,11thGrade,2014,0,15206,White,F,2.75,Fully,0,13,nothing,7,1,1
15431,12thGrade,2015,0,15206,White,F,2.84,Fully,0,18,nothing,10,1,0
15432,9thGrade,2012,0,15208,Asian,M,4.39,None,0,12,nothing,10,0,2
15432,10thGrade,2013,0,15208,Asian,M,4.04,None,5,8,nothing,7,1,2
15432,11thGrade,2014,0,15208,Asian,M,4.34,None,5,11,nothing,10,2,1
15432,12thGrade,2015,0,15208,Asian,M,3.88,None,5,10,nothing,9,2,0
15433,9thGrade,2012,0,15201,African American,F,1.32,None,0,11,detention,3,0,1
15433,10thGrade,2013,1,15201,African American,F,1.29,None,0,8,detention,2,0,1
15434,9thGrade,2012,1,15206,White,F,0.5,None,0,3,nothing,6,1,1
15435,9thGrade,2012,0,15206,Hispanic,F,2.16,Partly,0,4,nothing,5,0,1
15435,10thGrade,2013,0,15206,Hispanic,F,2.35,Partly,0,5,nothing,6,0,1
15435,11thGrade,2014,0,15206,Hispanic,F,2.12,Partly,0,2,nothing,2,0,1
15435,12thGrade,2015,0,15206,Hispanic,F,2.17,Partly,0,4,nothing,5,0,0
15436,9thGrade,2012,0,15206,White,F,3.48,None,0,14,nothing,7,0,1
15436,10thGrade,2013,0,15206,White,F,3.79,None,0,17,nothing,8,0,2
15436,11thGrade,2014,0,15206,White,F,4.03,None,0,13,nothing,7,1,1
15436,12thGrade,2015,0,15206,White,F,3.68,None,0,6,nothing,3,1,0
15437,9thGrade,2012,0,15206,White,F,3.83,None,0,6,nothing,4,0,2
15437,10thGrade,2013,0,15206,White,F,3.69,None,0,7,nothing,5,0,2
15437,11thGrade,2014,0,15206,White,F,3.81,None,0,6,nothing,4,1,1
15437,12thGrade,2015,0,15206,White,F,3.65,None,0,5,nothing,4,1,0
15438,9thGrade,2012,0,15206,African American,M,3.01,None,0,5,nothing,2,0,1
15438,10thGrade,2013,0,15206,African American,M,2.97,None,5,5,nothing,2,0,1
15438,11thGrade,2014,1,15206,African American,M,3.04,None,5,7,nothing,3,0,0
15439,9thGrade,2012,0,15206,Other,F,3.17,Fully,0,11,nothing,9,0,2
15439,10thGrade,2013,0,15206,Other,F,3.45,Fully,0,8,nothing,7,0,2
